Name	Set	Imagefile	Number	Type	Affiliation	Offense	Cost	Ilustrador	Skills	Bloque	Edicion	Rework
Regresa el Dios	lootbox_2025	112	112	Talisman			1	MALAGUEÑO	Cuando juegues esté Talismán, destierralo. Busca un Aliado de coste 2 o menos en tu Mazo Castillo y ponlo en tu Mano.	Primer Bloque	Dominios de Ra	
Papiros de Lahun	lootbox_2025	113	113	Oro				MATÍAS HABERT	Si esté Oro esta en tu Reserva de Oros, puedes desterrarlo y pagar 1 Oro para que un jugador bote tres cartas de su Mazo Castillo.	Primer Bloque	Dominios de Ra	
Baron de Gortz	lootbox_2025	114	114	Aliado	Sombra	3	3	GENZO	Los Aliados oponentes pierden 2 a la fuerza. En tu Fase de Vigilia, si esta carta esta en tu Cementerio, puedes destruir un Aliado que controles para ponerlo en tu Mano. Solo puedes activar un Baron de Gortz por turno.	Primer Bloque	Libre	
Caliz Maldito	lootbox_2025	115	115	Oro				JUAN VÁSQUEZ	Cuando entra en juego, muestra un Aliado de tu Mano para mostrar 3 cartas de la parte superior de tu Mazo Castillo. Luego, pon un Aliado de la misma raza en tu Mano y baraja el resto.	Primer Bloque	Libre	
Gea	lootbox_2025	116	116	Aliado	Olimpico	2	3	MARIOLA QUIRLAND	En tu Fase de Vigilia, una vez por turno, cada jugador baraja una carta de su Cementerio en su Mazo Castillo. Luego, tu puedes robar una carta. Si esté Aliado esta en tu Cementerio, puedes barajarlo en tu Mazo Castillo.	Primer Bloque	Helenica	
Mut	lootbox_2025	117	117	Aliado	Eterno	2	3	MARIOLA QUIRLAND	En tu Fase de Vigilia, una vez por turno, cada jugador destierra 1 carta de su Cementerio y tu robas 1 carta. Luego, si tienes más cartas en el destierro que tu oponente, puedes elegir entre barajar 1 carta de tu Cementerio en tu Mazo Castillo o robar 1 carta. Si esta carta esta en tu Cementerio, puedes ponerla en el fondo de tu Mazo Castillo.	Primer Bloque	Dominios de Ra	
La Llama de Brigit	toolkit_2026_amatista	1	29	Oro				SNOOP	En tu Fase de Vigilia, puedes desterrar esté Oro para mirar las dos primeras cartas de tu Mazo Castillo. Pon una carta en tu Mano y la otra en tu Cementerio.	Primer Bloque	Hijos de Daana	
Clochafarmore	toolkit_2026_amatista	2	30	Oro				SNOOP	En tu Fase de Vigilia, puedes desterrar esté Oro para que un Aliado en juego gane 2 a la fuerza permanentemente.	Primer Bloque	Hijos de Daana	
Anillos de Badbury	toolkit_2026_amatista	3	31	Totem			3	MATÍAS NOVOA	Cuando entra en juego, puedes barajar una carta en juego que no sea Oro en el Mazo Castillo de su dueño. Puedes destruir esté Tótem para desterrar dos cartas del Cementerio oponente.	Primer Bloque	Hijos de Daana	
Luz Esmeralda	toolkit_2026_amatista	4	32	Talisman			1	SNOOP	Elige un Aliado en juego para que pierda 2 a la fuerza hasta la Fase Final. Luego, puedes robar 1 carta.	Primer Bloque	Hijos de Daana	1
Magia Amatista	toolkit_2026_amatista	5	33	Talisman			3	IKKITOUCH	Busca un Aliado en el Mazo Castillo oponente y destiérralo. Luego, puedes destruir un Aliado en juego con el mismo nombre. Si lo haces, puedes robar una carta.	Primer Bloque	Hijos de Daana	
Loch Lein	toolkit_2026_amatista	6	34	Totem			2	MALAGUEÑO	Sólo puedes tener un Loch Lein en juego. Mientras esté Tótem esté en juego, una vez por turno, cuando un Aliado entra en juego bajo tu control, tu oponente debe elegir entre descartar una carta de su Mano o botar 2 cartas.	Primer Bloque	Hijos de Daana	
Torc Fianna	toolkit_2026_amatista	7	35	Oro				MALAGUEÑO	Sólo puedes tener un Torc Fianna en juego. Si esté Oro está en tu Reserva de Oros, los Aliados que controles en tu Línea de Ataque ganan 1 a la fuerza.	Primer Bloque	Hijos de Daana	
Crear Talisman	toolkit_2026_amatista	8	36	Talisman			3	PABLO SANTANDER	Cuando juegues esté Talismán, destiérralo. Copia el efecto de un Talismán de coste 3 o menos de tu Cementerio.	Primer Bloque	Hijos de Daana	1
Forma de Lince	toolkit_2026_amatista	9	37	Talisman			1	EL KALKU	Un Aliado que controles gana 3 a la fuerza hasta la Fase Final. Si ese Aliado hace daño al Mazo Castillo oponente esté turno, puedes robar una carta de tu Mazo Castillo en tu Fase Final.	Primer Bloque	Dominios de Ra	
Resplandor de Heka	toolkit_2026_amatista	10	38	Talisman			2	PAULINA F. RUIZ	Cuando se juegue una carta que no sea Talismán, puedes jugar a Resplandor de Heka para que esa carta entre en juego sin habilidad hasta la Fase Final. Luego, puedes robar una carta. Si controlas a Heka, puedes robar una carta adicional.	Primer Bloque	Dominios de Ra	
Ataud de Ramses	toolkit_2026_amatista	11	39	Oro				SNOOP	Si esté Oro está en tu Reserva de Oro, puedes destruirlo para que un Aliado en juego gane 1 a la fuerza y sea Imbloqueable hasta la Fase Final.	Primer Bloque	Dominios de Ra	
Abu Simbel	toolkit_2026_amatista	12	40	Totem			2	MATIAS MACHUCA	Cuando entra en juego, puedes barajar una carta de tu Cementerio en tu Mazo Castillo y robar una carta. Puedes destruir esté Tótem para prevenir que un Aliado o un Tótem que controles sea destruido o barajado por una habilidad oponente.	Primer Bloque	Dominios de Ra	1
Nombre de Ra	toolkit_2026_amatista	13	41	Talisman			1	SARA CONTRERAS	Prevén que una carta que controles sea puesta o barajada en tu Mazo Castillo.	Primer Bloque	Dominios de Ra	
Templo de Isis	toolkit_2026_amatista	14	42	Totem			3	SARA CONTRERAS	Sólo puedes tener un Templo de Isis en juego. En tu Fase de Vigilia, una vez por turno, puedes desterrar una carta de tu Mano para poner las últimas dos cartas de tu Mazo Castillo en tu Mano.	Primer Bloque	Dominios de Ra	1
Nudo de Isis	toolkit_2026_amatista	15	43	Oro				SARA CONTRERAS	Si esté Oro está en tu Reserva de Oros, los jugadores no pueden barajar cartas de su Cementerio en su Mazo Castillo. Una vez por turno, tu oponente puede pagar 2 Oros o botar 3 cartas para que esté Oro y todas sus copias en juego pierdan su habilidad hasta la Fase Final.	Primer Bloque	Dominios de Ra	
Carro Real	toolkit_2026_amatista	16	44	Arma			2	WALDO RETAMALES	El portador gana 3 a la fuerza y es Imbloqueable. En la Fase Final, debes subir esta Arma a tu Mano y botar 2 cartas.	Primer Bloque	Dominios de Ra	1
Ceangal an Fhanaigh	toolkit_2026_amatista	17	45	Oro				FRANCISCO SERENO	Cuando entra en juego, puedes mover esté Oro a tu Zona de Oro Pagado y pagar el coste de una carta en juego que no sea Oro para destruirla.	Primer Bloque	Hijos de Daana	
Ib-Mut	toolkit_2026_amatista	18	46	Oro				MATIAS MACHUCA	Cuando entra en juego, cada jugador baraja una carta de su Cementerio en su Mazo Castillo. Luego, puedes mover esté Oro a tu Zona de Oro pagado para robar 1 carta.	Primer Bloque	Dominios de Ra	
La Llama de Brigit	toolkit_2026_amatista	19	47	Oro				SNOOP	En tu Fase de Vigilia, puedes desterrar esté Oro para mirar las dos primeras cartas de tu Mazo Castillo. Pon una carta en tu Mano y la otra en tu Cementerio.	Primer Bloque	Hijos de Daana	
Abu Simbel	toolkit_2026_amatista	20	48	Totem			2	MATIAS MACHUCA	Cuando entra en juego, puedes barajar una carta de tu Cementerio en tu Mazo Castillo y robar una carta. Puedes destruir esté Tótem para prevenir que un Aliado o un Tótem que controles sea destruido o barajado por una habilidad oponente.	Primer Bloque	Dominios de Ra	1
Escarabeo	toolkit_2026_amatista	21	49	Oro				IKKITOUCH	Puedes pagar esté Oro y desterrar una carta de tu Cementerio para desterrar una carta del Cementerio oponente.	Primer Bloque	Dominios de Ra	1
Asesino de Pheist	toolkit_2026_amatista	22	50	Aliado	Defensor	3	3	RENZO BADILLA	Puede atacar cuando entra en juego. Cuando sea declarado atacante, tu oponente bota 1 carta por cada Aliado en tu Línea de Ataque. Sólo puedes disparar un Asesino de Pheist por turno.	Primer Bloque	Hijos de Daana	
Alberitch Sidhe	toolkit_2026_amatista	23	51	Aliado	Desafiante	3	4	MALAGUEÑO	Sólo puedes tener un Alberitch Sidhe en juego. En tu Fase de Vigilia, una vez por turno, puedes robar una carta por cada Aliado Sidhe que controles.	Primer Bloque	Hijos de Daana	
Serpiente de Irlanda	toolkit_2026_amatista	24	52	Aliado	Sombra	2	2	LUIS INZUNZA	Imbloqueable. Cuando entra en juego, puedes mirar las 2 primeras cartas de tu Mazo Castillo. Pon una en tu Mano y la otra en tu Cementerio. Si controlas 1 o más Aliados Crom, gana 1 a la fuerza.	Primer Bloque	Hijos de Daana	
Mercado Egipcio	toolkit_2026_amatista	25	53	Talisman			5	SNOOP	Única. Tu oponente bota una carta por cada Oro que controle.	Primer Bloque	Dominios de Ra	
Ataud de Ramses	toolkit_2026_amatista	26	54	Oro				NADINNE NEIRA	Si esté Oro está en tu Reserva de Oro, puedes destruirlo para que un Aliado en juego gane 1 a la fuerza y sea Imbloqueable hasta la Fase Final.	Primer Bloque	Dominios de Ra	
Guerrero Bereber	toolkit_2026_amatista	27	55	Aliado	Faraon	2	2	GONZALO LOTITO	Puede atacar cuando entra en juego. Cuando sea declarado atacante, puedes elegir que esté Aliado gane 1 a la fuerza hasta la Fase Final o que otro Aliado Guerrero que controles gane 2 a la fuerza hasta la Fase Final.	Primer Bloque	Dominios de Ra	
Qadesh	toolkit_2026_amatista	28	56	Talisman			5	JUAN ESTEBAN DEL PINO	Destruye todos los Aliados en juego. Tu oponente puede pagar 5 Oros para anular esta carta.	Primer Bloque	Dominios de Ra	
Heka	toolkit_2026_amatista	29	57	Aliado	Eterno	2	2	MATÍAS HABERT	En tu Fase de Vigilia, una vez por turno, puedes pagar 1 Oro para robar una carta extra en tu Fase Final.	Primer Bloque	Dominios de Ra	
Tesoro de Mowa	toolkit_2026_desafio	1	1	Oro				MATÍAS NOVOA	Si controlas 2 o más Aliados de una misma raza, puedes pagar esté Oro para que un Aliado sea Imbloqueable hasta la Fase Final.	Primer Bloque	Espada Sagrada	
Dumbarton	toolkit_2026_desafio	2	2	Totem			2	MATIAS MACHUCA	Cuando entra en juego, puedes buscar un Tótem de coste 3 o menos en tu Mazo Castillo y ponerlo en tu Mano. Puedes destruir esté Tótem para generar 1 Oro para jugar Tótem o para robar una carta.	Primer Bloque	Espada Sagrada	
Herrero	toolkit_2026_desafio	3	3	Oro				IKKITOUCH	En tu Fase de Vigilia, puedes pagar esté Oro para generar 2 Oros para jugar Armas.	Primer Bloque	Espada Sagrada	1
Guardia Gozosa	toolkit_2026_desafio	4	4	Totem			3	EL KALKU	Cuando entra en juego, un Aliado oponente pierde su habilidad y es destruido. Puedes destruir esté Tótem para barajar una carta de tu Cementerio en tu Mazo Castillo.	Primer Bloque	Espada Sagrada	
Desafiar a Arturo	toolkit_2026_desafio	5	5	Talisman			1	IKKITOUCH	Única. Cancela la habilidad de un Aliado en juego. Luego, puedes barajar una carta de tu Cementerio en tu Mazo Castillo.	Primer Bloque	Espada Sagrada	
Galatine	toolkit_2026_desafio	6	6	Arma			3	JUAN VÁSQUEZ	El portador gana 2 a la fuerza. Cuando entra en juego, puedes elegir un Aliado oponente de coste 4 o menos y ponerlo en la parte inferior del Mazo Castillo de su dueño.	Primer Bloque	Espada Sagrada	
Cinturon de Lady Ann	toolkit_2026_desafio	7	7	Oro				JUAN VÁSQUEZ	Si esté Oro está en tu Reserva de Oros, las cartas de los Cementerios no pueden ser desterradas.	Primer Bloque	Espada Sagrada	
Totem del Errante	toolkit_2026_desafio	8	8	Totem			2	MAURICIO HERRERA	En tu Fase de Vigilia, una vez por turno, puedes desterrar una carta de tu Cementerio para desterrar la primera carta del Mazo Castillo oponente.	Primer Bloque	Espada Sagrada	1
Siete Contra Tebas	toolkit_2026_desafio	9	9	Talisman			2	IKKITOUCH	Cancela la habilidad de una carta oponente en juego que no sea Oro. Luego, puedes robar una carta de tu Mazo Castillo.	Primer Bloque	Helenica	
Trono Dorado	toolkit_2026_desafio	10	10	Oro				EL KALKU	Si esté Oro está en tu Reserva de Oro, puedes barajarlo en tu Mazo Castillo para desterrar una carta del Cementerio oponente. Luego, puedes robar una carta.	Primer Bloque	Helenica	
Focea	toolkit_2026_desafio	11	11	Totem			3	FRANCISCO SERENO	Cuando entra en juego, pon al tope del Mazo Castillo de su dueño una carta oponente en juego que no sea Oro. En Guerra de Talismanes, puedes destruir esté Tótem para robar 2 cartas. Luego, descarta 1 carta de tu Mano.	Primer Bloque	Helenica	
Nacimiento de Pegaso	toolkit_2026_desafio	12	12	Talisman			1	IKKITOUCH	Única. Mira las dos primeras cartas de tu Mazo Castillo. Puedes elegir dejarlas en la parte superior o inferior de tu Mazo Castillo. Luego, roba 2 cartas.	Primer Bloque	Helenica	1
Robar el Vellocino	toolkit_2026_desafio	13	13	Talisman			3	HERALDO ORTEGA	Si controlas menos Aliados que tu oponente, esté Talismán no puede ser anulado. Elige una carta de coste 4 o menos en juego que no sea Oro para que pierda su habilidad y sea destruida.	Primer Bloque	Helenica	
Carro de Medea	toolkit_2026_desafio	14	14	Arma			2	HERALDO ORTEGA	El portador gana 1 a la fuerza. Cuando entra en juego, puedes elegir entre desterrar una carta oponente en juego de coste 2 o menos o desterrar una carta de cualquier Cementerio.	Primer Bloque	Helenica	
Diente de la Bestia	toolkit_2026_desafio	15	15	Oro				HERALDO ORTEGA	Si esté Oro está en tu Reserva de Oros, puedes barajarlo en tu Mazo Castillo para que un Aliado oponente pierda su habilidad y 2 a la Fuerza hasta la Fase Final.	Primer Bloque	Helenica	
Atenas	toolkit_2026_desafio	16	16	Totem			3	DAVID BUENO	Cuando entra en juego, puedes buscar un Oro o un Tótem en tu Mazo Castillo y ponerlo en tu Mano. En tu Fase de Vigilia, una vez por turno, puedes pagar 2 Oros para buscar una carta en tu Mazo Castillo y ponerla en tu Mano.	Primer Bloque	Helenica	1
Vinculo del Aullido	toolkit_2026_desafio	17	17	Oro				SNOOP	Cuando entra en juego, puedes pagar esté y otro Oro que controles para robar 2 cartas. Luego, debes descartar 1 carta de tu Mano.	Primer Bloque	Espada Sagrada	
Soteira	toolkit_2026_desafio	18	18	Oro				MATÍAS NOVOA	Si esté Oro está en tu Reserva de Oros, puedes desterrarlo para prevenir que un Aliado que controles sea destruido por daño de combate. Si lo haces, ese Aliado gana 1 a la fuerza permanentemente.	Primer Bloque	Helenica	
Herrero	toolkit_2026_desafio	19	19	Oro				IKKITOUCH	En tu Fase de Vigilia, puedes pagar esté Oro para generar 2 Oros para jugar Armas.	Primer Bloque	Espada Sagrada	1
Nacimiento de Pegaso	toolkit_2026_desafio	20	20	Talisman			1	IKKITOUCH	Única. Mira las dos primeras cartas de tu Mazo Castillo. Puedes elegir dejarlas en la parte superior o inferior de tu Mazo Castillo. Luego, roba 2 cartas.	Primer Bloque	Helenica	1
Lobos de Zeus	toolkit_2026_desafio	21	21	Oro			2	GENZO	Única. Anula una carta oponente de coste 3 o más, que no sea un Aliado.	Primer Bloque	Helenica	
Cantobele	toolkit_2026_desafio	22	22	Talisman			5	WALDO RETAMALES	Elige un Aliado en tu Cementerio y juégalo sin pagar su coste.	Primer Bloque	Helenica	1
Totem del Alba	toolkit_2026_desafio	23	23	Totem			3	GABRIEL RODRÍGUEZ	Mientras Tótem del Alba esté en juego, cada vez que entre en juego un Tótem bajo tu control, tu oponente bota cartas de su Mazo Castillo.	Primer Bloque	Espada Sagrada	1
Broceliande	toolkit_2026_desafio	24	24	Totem			3	NICOLAS VARAS	En tu Fase de Vigilia, una vez por turno, puedes mirar las dos primeras cartas de tu Mazo Castillo. Pon una en tu Mano y la otra en tu destierro.	Primer Bloque	Espada Sagrada	
Reina Merrow	toolkit_2026_desafio	25	25	Aliado		1	1	IKKITOUCH	Imbloqueable. En tu Fase Final, si hizo daño al Mazo Castillo oponente y controlas 3 o más Aliados de raza Faerie, puedes robar una carta.	Primer Bloque	Espada Sagrada	
Hobgoblin	toolkit_2026_desafio	26	26	Aliado		3	2	MAURICIO HERRERA	Mientras esté Aliado esté en juego, tus demás Aliados Goblin ganan 1 a la fuerza.	Primer Bloque	Espada Sagrada	1
Escila	toolkit_2026_desafio	27	27	Aliado		2	2	NITROX	Indesterrable. Si esté Aliado está en tu Cementerio, y sólo controlas Aliados de raza Titán, puedes pagar 1 Oro y desterrar a esté Aliado para robar 1 carta.	Primer Bloque	Helenica	
Diadema Feerica	toolkit_2026_desafio	28	28	Oro				IKKITOUCH	Sólo puedes activar una Diadema Feérica por turno. Si controlas 2 o más Aliados de una misma raza, puedes pagar esté Oro para barajar una carta tu Cementerio en tu Mazo Castillo.	Primer Bloque	Espada Sagrada	
Diadema Feerica	leyendas_4	1	1	Oro				ISADORA IGNACIO	Sólo puedes activar una Diadema Feérica por turno. Si controlas 2 o más Aliados de una misma raza, puedes pagar este Oro para barajar una carta de tu Cementerio en tu Mazo Castillo.	Primer Bloque	Espada Sagrada	
Nacimiento de Pegaso	leyendas_4	2	2	Talisman			1	ISADORA IGNACIO	Única. Mira las dos primeras cartas de tu Mazo Castillo. Puedes elegir dejarlas en la parte superior o inferior de tu Mazo Castillo. Luego, roba 2 cartas.	Primer Bloque	Helenica	1
Anillos de Badbury	leyendas_4	3	3	Totem			3	ISADORA IGNACIO	Cuando entra en juego, puedes barajar una carta en juego que no sea Oro en el Mazo Castillo de su dueño. Puedes destruir este Tótem para desterrar dos cartas del Cementerio oponente.	Primer Bloque	Hijos de Daana	
Gran Guardian	leyendas_4	4	4	Talisman			2	ISADORA IGNACIO	Única. Cuando juegues este Talismán, destiérralo. Anula una carta oponente de coste 3 o menos que no sea Oro. Luego, puedes desterrar otra carta del Cementerio oponente del mismo tipo que la carta anulada.	Primer Bloque	Dominios de Ra	1
Caliz Maldito	leyendas_4	5	5	Oro				ISADORA IGNACIO	Cuando entra en juego, muestra un Aliado de tu Mano para mostrar 3 cartas de la parte superior de tu Mazo Castillo. Luego, pon un Aliado de la misma raza en tu Mano y baraja el resto.	Primer Bloque	Libre	
Kilgharrah	leyendas_4	6	6	Aliado	Dragon	6	6	JOSÉ MUÑOZ	Sólo puedes tener un Kilgharrah en juego. Imbloqueable. Puede atacar cuando entra en juego. En tu Fase de Vigilia, una vez por turno, puedes barajar 2 cartas de tu Cementerio en tu Mazo Castillo para robar 2 cartas.	Primer Bloque	Espada Sagrada	
Carnwennan	leyendas_4	7	7	Oro				SNOOP	Si este Oro está en tu Reserva de Oro, puedes desterrarlo para que una carta oponente que no sea Oro pierda su habilidad hasta la Fase Final.	Primer Bloque	Espada Sagrada	
Focea	leyendas_4	8	8	Totem			3	JUAN VÁSQUEZ	Cuando entra en juego, pon al tope del Mazo Castillo de su dueño una carta oponente en juego que no sea Oro. En Guerra de Talismanes, puedes destruir este Tótem para robar 2 cartas. Luego, descarta 1 carta de tu Mano.	Primer Bloque	Helenica	
Caja de Pandora	leyendas_4	9	9	Oro				SNOOP	Si este Oro está en tu Reserva de Oros, puedes desterrarlo y pagar 1 Oro para anular un Talismán oponente de coste 2 o menos.	Primer Bloque	Helenica	
Averix el Sabio	leyendas_4	10	10	Aliado	Defensor	3	3	WALDO RETAMALES	Cuando entra en juego, puedes elegir una carta en juego que no sea Oro para que pierda su habilidad mientras Averix el Sabio esté en juego. En tu Fase Final, si controlas uno o más Aliados Druida, puedes robar una carta.	Primer Bloque	Hijos de Daana	1
Salmon del Saber	leyendas_4	11	11	Oro				JUAN ESTEBAN DEL PINO	Cuando entra en juego, puedes barajar una carta de tu Cementerio en tu Mazo Castillo. Si está en tu Reserva, puedes desterrarlo para que un Aliado oponente no haga daño a tu Mazo Castillo este turno.	Primer Bloque	Hijos de Daana	
